panel_id,voltage,current,panel_temp,dust_index,efficiency,temperature,humidity,cloudcover,precip,wind_speed,GHI (kWh/m²/day),DNI (kWh/m²/day),DHI (% of GHI),Snowfall (mm/year),Quarter1-Cloud cover,Quarter1-Sunshine duration,Quarter1-Ambient temperature,Quarter1-Relative humidity,Quarter1-Precipitation,Quarter2-Cloud cover,Quarter2-Sunshine duration,Quarter2-Ambient temperature,Quarter2-Relative humidity,Quarter2-Precipitation,Quarter3-Cloud cover,Quarter3-Sunshine duration,Quarter3-Ambient temperature,Quarter3-Relative humidity,Quarter3-Precipitation,Quarter4-Cloud cover,Quarter4-Sunshine duration,Quarter4-Ambient temperature,Quarter4-Relative humidity,Quarter4-Precipitation,YearlyCloud cover,Sunshine duration,Ambient temperature,Relative humidity,Precipitation,Label (Yes/No),irradiance
15,34.429277466760354,7.055091277314933,37.7630195397053,0.6745676511269867,0.4704592850803173,26,32,0,0.0,10,3.819,2.495,40.74,421.1,75.65,0.72,16.89,88.92,644.7,82.27,0.72,10.22,92.01,705.07,52.36,0.25,27.17,86.44,433.25,77.41,5.85,26.55,83.47,685.32,71.92,1.88,20.21,87.71,2468.34,No,549.8242640854712
3,30.507659994182752,8.64579764160371,42.28958222476061,0.8278142443441252,0.2807476532087243,21,53,50,0.0,5,3.561,2.293,25.15,464.5,88.03,0.64,30.09,70.6,385.41,76.29,0.58,43.22,96.81,618.68,53.19,1.95,13.59,84.43,438.34,78.88,2.61,42.36,98.09,587.05,74.1,1.44,32.32,87.48,2029.48,No,376.71572022657705
2,39.08968692539675,6.9843367691201745,54.06453610329375,0.5435605896944697,0.1320842517679329,24,36,0,0.0,4,4.319,5.082,16.27,50.3,32.45,8.03,16.43,67.18,290.01,43.56,8.2,30.22,44.27,75.41,14.98,8.07,17.75,69.91,18.45,27.65,8.71,21.01,48.57,56.24,29.66,8.25,21.35,57.48,440.11,Yes,160.17596689913253
2,34.089121781306,8.538211605492258,40.30195241451075,0.0689232213451452,0.08569492429415194,25,26,0,0.0,8,5.7,4.74,17.66,57.4,49.17,8.72,33.75,65.72,95.16,26.07,9.86,25.36,24.8,372.64,40.11,8.63,27.36,24.38,185.74,47.23,11.38,21.75,46.57,261.52,40.65,9.65,27.06,40.37,915.06,Yes,96.72181650854958
3,33.533341642868926,6.630536225343942,43.81733373951938,0.1004662115085006,0.6502905284355103,20,27,20,0.0,4,5.246,4.925,23.04,32.0,28.33,10.33,23.67,59.66,248.13,26.42,9.02,34.34,53.08,339.37,17.15,8.9,33.17,36.13,362.87,13.88,11.42,23.9,23.69,329.82,21.44,9.92,28.77,43.14,1280.19,Yes,751.2333647969257
18,39.766820985332245,9.764825883791737,38.920780085873155,0.5543919783669154,0.4776069205061403,25,26,0,0.0,9,3.833,3.095,25.94,364.9,72.36,5.84,35.95,75.14,645.04,74.28,1.12,29.94,86.42,386.39,82.33,3.81,2.2,80.47,594.71,56.94,5.12,-3.63,73.09,418.54,71.48,3.97,16.12,78.78,2044.68,No,595.7533828263597
14,31.27326039935231,7.225730077595945,38.257862436095095,0.3278009686421096,0.2935061170902955,21,53,50,0.0,5,1.818,1.68,49.28,297.6,80.89,5.28,32.02,83.85,744.13,72.81,0.67,44.63,70.68,581.21,65.45,3.02,22.94,77.2,583.82,87.8,1.6,14.17,78.05,682.71,76.74,2.64,28.44,77.45,2591.87,No,340.7435480398401
18,31.623238657904093,7.776333428196556,52.73655491543839,0.2205680736369426,0.8328812947528416,25,26,0,0.0,9,4.578,6.222,15.55,17.7,31.95,8.89,15.92,20.36,370.53,36.35,8.19,24.41,33.33,129.33,35.96,11.3,18.68,62.02,45.58,18.6,6.22,17.82,65.87,172.29,30.71,8.65,19.21,45.4,717.73,Yes,875.4098743828761
10,31.711339025394302,8.330613261090406,45.85519746318573,0.4662569273026208,0.22876689176241932,21,16,100,0.0,7,5.314,4.828,24.8,32.0,39.77,9.19,27.17,39.67,361.81,32.87,11.63,15.15,48.63,268.95,39.8,11.43,15.09,20.02,177.1,11.17,11.85,19.44,43.63,22.93,30.9,11.02,19.21,37.99,830.79,Yes,275.58464363679957
2,34.79638585490155,7.434650047498906,45.66839419118811,0.6664967409043016,0.16446672537278345,25,48,0,0.0,14,1.839,2.949,49.86,370.2,69.69,0.83,19.97,96.71,550.77,59.78,0.56,42.2,92.29,492.36,64.77,5.37,3.88,86.05,642.56,69.82,0.24,6.39,97.05,571.17,66.02,1.75,18.11,93.02,2256.86,No,190.68980120322428
1,36.29489488891279,8.143405961071304,36.51841882441889,0.3849919477358584,0.6606879163288227,19,68,0,0.0,4,2.708,3.582,43.31,347.3,70.64,0.9,44.9,85.95,501.17,85.69,3.72,6.65,96.31,401.59,80.28,2.87,10.91,94.79,621.1,87.97,2.49,42.12,80.34,574.14,81.14,2.5,26.14,89.35,2098.0,No,732.2701793731695
4,37.2190264043535,8.575356724520125,46.79370694054151,0.8025422571573416,0.0448269357739877,19,35,97,0.0,4,3.405,2.632,25.74,360.4,62.16,0.69,6.26,84.28,393.7,94.16,3.36,9.65,90.61,676.59,80.7,1.21,0.51,95.8,463.01,51.0,3.86,2.64,99.73,701.15,72.0,2.28,4.77,92.6,2234.45,No,52.13839249336447
14,42.71598595248491,8.960613232503485,50.78710972996913,0.7385232465713937,0.6336227383796104,24,36,0,0.0,4,4.764,4.394,16.74,76.1,10.63,9.35,22.59,45.33,211.06,22.53,7.77,29.67,63.56,72.22,13.9,11.39,22.0,47.57,134.83,15.03,9.54,25.5,30.15,169.45,15.52,9.51,24.94,46.65,587.56,Yes,901.6501032348548
1,28.25170263739771,8.791497435972957,50.74738530414265,0.7349148821595668,0.1810722959100659,19,33,97,0.0,4,5.929,6.299,20.33,10.0,33.55,10.67,16.87,28.63,4.61,33.75,11.32,28.41,69.1,23.64,46.12,10.88,21.28,68.68,107.98,45.57,11.28,30.15,48.17,45.0,39.75,11.04,24.18,53.64,181.23,Yes,253.05912619410222
14,36.82620676737325,7.828189536197326,48.3416661480308,0.9851896896773884,0.7067114505988227,21,25,15,0.0,4,2.586,3.231,40.83,151.4,94.01,2.57,-1.3,85.88,617.76,63.78,4.8,28.49,89.51,532.81,98.1,1.65,23.89,79.27,654.3,52.39,0.28,35.54,83.03,502.94,77.07,2.32,21.66,84.42,2307.81,No,1027.404103043634
16,33.328608282283305,7.853368225956398,39.35257211202298,0.2952299773716348,0.07552527835595263,17,83,0,0.0,4,2.488,1.769,58.93,169.8,81.66,0.5,29.42,72.85,461.07,82.35,1.7,21.64,73.74,450.9,86.69,0.21,0.59,76.45,382.57,54.77,1.69,-0.35,95.98,399.78,76.37,1.02,12.82,79.76,1694.32,No,82.74961962770541
14,33.24075455333368,10.349108558025032,46.56561708596496,0.6447255863408952,0.055834508576344095,25,48,0,0.0,14,1.803,2.16,42.23,433.5,76.69,1.47,-2.77,88.66,532.56,99.22,4.68,35.42,70.37,666.67,59.73,3.51,17.37,87.15,425.04,72.84,0.22,-2.95,89.73,731.89,77.12,2.47,11.77,83.98,2356.16,No,68.46566538150518
3,33.140683615238366,8.949889068249291,48.33792480238304,0.8554783401603135,0.23304882489605452,30,35,0,0.0,18,3.045,2.035,50.38,220.4,63.62,2.35,-4.4,99.07,574.62,88.67,1.55,32.33,87.02,534.05,98.53,2.96,27.87,70.46,488.05,94.43,4.55,21.84,97.0,557.33,86.31,2.85,19.41,88.39,2154.05,No,338.62448963184016
3,32.27369098757608,7.078176343679786,36.027782074555496,0.579524433913911,0.2442665119114579,26,32,0,0.0,10,2.138,2.496,42.66,229.2,98.84,4.35,18.94,92.54,550.29,50.86,3.26,26.26,99.44,390.3,75.6,0.59,2.45,88.31,461.84,87.46,3.09,5.91,84.81,375.33,78.19,2.82,13.39,91.28,1777.76,No,314.0468204830872
9,40.05357450381035,8.099988163765552,39.39360204259108,0.7895021761153926,0.07509994240031061,19,35,97,0.0,4,3.364,2.359,56.6,165.4,65.79,2.99,33.79,92.46,454.02,57.21,1.82,19.19,86.17,535.93,83.15,2.57,42.32,77.83,610.26,80.57,1.69,15.58,80.96,439.69,71.68,2.27,27.72,84.35,2039.9,No,95.13623340253434
6,37.52689198104171,7.664856861221807,49.44078660871721,0.4144521858399123,0.722798550518207,21,17,44,0.0,5,1.838,3.794,48.36,268.4,77.32,0.9,5.87,78.59,519.32,95.78,2.21,21.19,74.86,650.99,78.01,2.64,42.36,96.72,622.32,96.09,3.39,36.35,82.28,407.53,86.8,2.28,26.44,83.11,2200.16,No,752.5538036646687
13,35.069587935672125,7.86466576607689,49.38022888335964,0.5904913456548047,0.2654899852453466,30,35,0,0.0,18,4.581,6.249,18.84,54.4,46.26,9.75,17.34,66.99,235.39,23.4,6.84,30.88,51.0,200.05,45.76,10.73,18.03,35.59,93.18,39.76,6.2,26.4,58.12,328.79,38.79,8.38,23.16,52.92,857.41,Yes,299.45543981940733
2,39.053047257461,6.770504842291912,37.25708483189304,0.0556663928043282,0.25467107935908373,25,48,0,0.0,14,2.026,3.479,36.27,498.3,68.83,1.76,6.96,89.76,415.96,97.68,1.77,9.77,71.38,467.26,70.95,2.22,8.65,71.22,487.72,88.92,2.63,9.54,79.14,582.91,81.6,2.09,8.73,77.88,1953.85,No,326.3396713543572
8,30.462413104103373,7.588076765614047,48.97510729634586,0.9857676058248134,0.4464861485792406,21,53,50,0.0,4,2.328,3.38,38.01,495.5,58.56,0.01,24.74,98.59,617.65,54.29,3.24,40.47,70.2,437.59,90.73,5.36,30.36,99.75,408.83,77.28,4.11,30.13,93.8,719.11,70.22,3.18,31.42,90.58,2183.18,No,592.3306446860117
2,31.00788460600722,9.811555773193913,45.47651699576809,0.8000184814484173,0.11498057706160866,19,33,97,0.0,4,4.697,5.307,18.45,10.5,48.33,11.13,16.57,55.99,130.34,49.79,7.81,19.77,48.39,313.17,17.7,10.26,16.23,65.95,30.4,46.57,8.94,23.96,68.67,371.39,40.6,9.54,19.13,59.75,845.3,Yes,173.23978731194802
4,28.466096803415937,8.579076300875503,48.905044773035755,0.8688090716314495,0.6876217274950663,24,25,0,0.0,9,5.49,5.151,18.64,35.3,35.45,10.51,28.57,29.92,185.25,41.67,8.85,25.73,58.56,247.97,26.37,11.37,18.25,69.78,44.57,10.6,11.34,19.9,56.48,304.13,28.52,10.52,23.11,53.68,781.92,Yes,932.0526683462175
15,32.901756379630136,5.50883859184854,41.827393382830294,0.6942942781429461,0.06791067618718663,14,52,7,0.0,4,3.076,3.1,58.62,362.0,66.97,1.98,18.86,77.78,516.16,92.11,5.16,26.39,87.49,535.16,81.79,4.84,31.89,71.06,649.17,86.0,0.59,2.51,93.64,584.62,81.72,3.14,19.91,82.49,2285.11,No,74.59585901247644
4,35.48509558011426,9.216723492497946,48.22591748240451,0.1860500328086994,0.1723841711494652,17,36,97,0.0,4,5.982,4.173,19.74,56.1,35.14,10.13,20.07,20.5,271.29,31.43,11.02,31.43,62.17,181.91,23.35,10.75,24.03,29.17,320.62,45.3,8.8,16.51,39.39,301.33,33.8,10.18,23.01,37.81,1075.15,Yes,187.81242380298767
13,35.308575733797,9.089629522909162,49.21914387242812,0.0310284424180322,0.03517080294676286,30,35,0,0.0,18,2.801,1.83,50.88,134.4,58.86,0.9,41.95,90.94,529.23,91.11,1.3,41.55,90.91,584.84,89.73,3.87,39.36,94.87,449.19,61.98,0.39,6.01,80.3,385.81,75.42,1.62,32.22,89.26,1949.07,No,40.33632021993916
12,35.44802573317964,7.640714695693584,43.24332532272144,0.8646566077360136,0.05410112161259545,19,68,0,0.0,4,5.905,6.34,24.41,17.5,44.99,10.42,20.06,23.36,100.5,46.49,9.8,29.42,32.86,269.77,11.12,8.25,27.54,27.3,308.63,19.4,9.91,23.1,49.8,40.29,30.5,9.59,25.03,33.33,719.19,Yes,75.18384414642543
13,30.766829506801756,8.717263543783215,45.08876273086643,0.3963306537361231,0.835869006999404,27,32,0,0.0,8,3.456,3.109,36.42,365.7,88.27,3.55,6.97,70.01,676.07,91.13,4.19,-1.17,87.56,682.88,69.48,1.19,24.38,94.79,393.33,79.85,3.86,25.12,89.5,611.77,82.18,3.2,13.82,85.46,2364.05,No,1087.7249440132932
14,37.409464227842065,7.140600789182799,41.75739185247673,0.2638648760399199,0.04951037027195984,19,33,97,0.0,4,4.488,5.223,22.42,49.3,29.33,11.03,22.23,62.99,152.55,23.13,8.72,30.25,26.3,73.66,48.06,7.05,26.35,48.97,183.61,35.79,7.38,26.05,38.61,248.13,34.08,8.54,26.22,44.22,657.95,Yes,53.63731695449766
18,35.71888255471699,7.529744283733643,53.2581947434294,0.5616729588389444,0.5568340528949282,26,32,0,0.0,6,3.842,3.487,47.74,213.8,85.06,1.74,-3.12,85.25,558.26,88.15,5.19,12.72,83.48,551.4,66.21,4.46,21.11,97.42,618.87,60.59,0.99,13.62,80.41,527.67,75.0,3.1,11.08,86.64,2256.2,No,638.9048187302606
6,37.199162844398,9.498546360669854,44.39864030337117,0.4208985224757193,0.41401043728886583,23,28,0,0.0,7,2.82,3.05,39.13,215.5,90.47,0.41,9.01,71.17,380.21,67.67,1.17,8.42,94.63,436.12,89.01,4.05,11.32,86.4,541.66,56.42,5.44,23.48,96.41,683.93,75.89,2.77,13.06,87.15,2041.92,No,493.3147231208479
11,29.321713467229845,7.728269960130292,40.38987837411409,0.651665995687557,0.33166808356797417,23,41,0,0.0,6,5.559,5.611,22.14,29.3,22.89,8.63,21.15,69.25,305.27,16.59,6.03,15.86,32.2,42.86,31.33,11.15,29.74,30.78,149.74,30.32,10.86,31.78,65.49,190.97,25.28,9.17,24.63,49.43,688.84,Yes,416.8119915106112
2,35.93447257639337,6.130268338045009,41.42087043062625,0.4837932330545136,0.904843649728374,20,27,20,0.0,4,4.836,4.065,15.24,83.2,20.92,9.11,20.97,67.03,97.24,27.19,11.24,31.84,29.31,300.99,28.33,8.9,17.67,24.03,272.98,29.86,8.62,29.59,58.28,59.59,26.58,9.47,25.02,44.66,730.8,Yes,928.6280127492652
19,31.43670428024742,7.936696777218663,45.63385300571056,0.6972331404402706,0.024721219612343658,23,28,0,0.0,7,2.933,3.616,57.71,207.6,80.37,4.34,6.32,82.22,445.3,84.95,5.18,38.88,90.1,505.18,83.05,5.19,26.29,82.39,719.93,91.76,5.29,40.16,81.81,697.36,85.03,5.0,27.91,84.13,2367.77,No,26.1880761305874
19,33.808030242345914,7.921411607085643,48.766655858891056,0.8534232695091429,0.29502174953357263,19,36,75,0.0,4,2.801,1.83,50.88,134.4,58.86,0.9,41.95,90.94,529.23,91.11,1.3,41.55,90.91,584.84,89.73,3.87,39.36,94.87,449.19,61.98,0.39,6.01,80.3,385.81,75.42,1.62,32.22,89.26,1949.07,No,378.36012112008586
5,36.60309469590915,9.19836856937346,38.320865774247395,0.195557010955789,0.29859451974388795,19,35,100,0.0,4,5.293,6.24,18.46,86.1,12.16,11.89,33.24,38.16,290.52,40.09,11.41,21.15,43.28,324.37,41.14,8.36,31.91,22.35,293.27,18.27,7.72,24.86,42.49,195.21,27.92,9.85,27.79,36.57,1103.37,Yes,346.8219963168782
19,35.27328081876774,8.01433642217576,54.23830001471224,0.3294328805654868,0.5012141982162982,26,32,0,0.0,8,3.775,3.1,32.06,136.4,95.74,0.33,9.79,84.61,383.24,95.35,1.72,-3.57,99.81,491.77,93.84,2.72,28.16,77.23,563.58,62.88,5.71,-1.95,78.24,709.92,86.95,2.62,8.11,84.97,2148.51,No,672.2018201542103
2,32.445380060662046,7.578417688559707,46.54337647027808,0.4368155865706389,1.0,19,73,0,0.0,4,5.531,6.184,22.24,12.1,46.1,6.4,25.68,27.11,4.39,26.88,7.77,24.72,48.86,16.4,14.92,9.35,21.86,56.46,244.61,43.82,10.15,23.6,53.65,103.27,32.93,8.42,23.96,46.52,368.67,Yes,1124.1869544397102
10,35.018819468553254,9.045056145231204,47.33227986484706,0.9620584480276382,0.03698042609164644,26,65,25,0.0,19,6.302,5.542,22.97,48.2,14.69,6.75,28.71,41.52,75.2,29.66,6.39,26.64,33.45,299.08,22.41,8.73,15.23,23.62,147.19,29.2,9.6,20.83,54.75,322.55,23.99,7.87,22.85,38.34,844.02,Yes,51.73530049316353
2,30.40539405426907,8.12079023250111,44.514052280882815,0.3653336135474853,0.3399202848112196,26,65,25,0.0,19,2.597,2.684,46.56,192.4,56.74,5.27,26.7,71.82,735.39,84.65,0.91,43.46,80.96,744.19,55.16,0.96,27.87,70.66,382.01,89.6,1.01,40.94,82.78,702.62,71.54,2.04,34.74,76.55,2564.21,No,414.6053858834198
11,38.45080218769489,7.249977318434283,45.096294836755625,0.3810998495926295,0.22315508410801735,26,89,25,0.2,10,2.432,2.066,43.06,426.8,78.78,5.82,-4.23,99.95,634.28,91.63,2.01,20.42,93.91,660.24,66.7,1.95,28.14,98.01,539.54,67.65,5.37,29.15,81.65,396.48,76.19,3.79,18.37,93.38,2230.54,No,257.5562130524307
18,34.384147941511245,9.154997560541618,44.258584310362984,0.6534725229595612,0.8234292925500525,17,42,0,0.0,6,2.706,2.179,41.57,107.3,52.58,0.1,25.96,86.8,462.43,82.33,5.31,8.87,94.96,623.44,51.69,2.25,20.39,91.95,482.67,99.14,4.11,13.64,72.91,443.01,71.44,2.94,17.22,86.66,2011.55,No,876.9851579768757
15,38.35564983276598,8.193661764516799,50.0889798451798,0.4191997098899492,1.0,29,21,0,0.0,4,6.123,5.201,23.7,35.9,47.07,10.19,20.14,48.2,199.89,15.52,9.55,21.3,22.62,355.75,35.66,11.26,28.52,37.85,192.26,37.03,11.76,20.07,63.75,346.53,33.82,10.69,22.51,43.1,1094.43,Yes,1177.556508596696
9,33.42040493871187,8.002925966679438,44.960357062733145,0.9512237456396052,0.2220257800801462,29,21,0,0.0,4,5.64,4.388,17.68,39.3,21.2,7.37,31.11,51.91,212.05,19.04,11.51,18.82,59.75,362.5,39.08,11.96,28.02,30.87,76.43,22.98,6.04,28.63,33.43,305.69,25.58,9.22,26.64,43.99,956.67,Yes,307.8360749330974
19,33.429272034780254,8.177908391411654,48.83525109246355,0.8944687604754439,0.5591544773430335,17,50,6,0.0,4,1.734,2.978,42.21,368.3,99.01,3.19,29.29,80.42,487.11,66.76,0.23,9.24,75.19,546.54,73.04,4.59,20.11,83.89,461.86,92.62,0.55,44.11,84.28,444.75,82.86,2.14,25.69,80.94,1940.26,No,752.039121854596
9,32.70743964008646,6.9293316285834035,42.830762383237136,0.513408777775673,0.13562694885321033,21,15,56,0.0,8,3.267,3.68,45.23,264.1,99.83,0.13,10.22,78.36,508.58,61.53,1.59,7.88,85.17,521.65,81.96,3.09,4.17,94.3,552.07,57.66,1.0,34.85,91.09,564.95,75.24,1.45,14.28,87.23,2147.25,No,144.5320328615064
3,37.62852179507922,7.4723462238216625,45.97820264156158,0.6447752339478499,0.5572355145581912,27,32,0,0.0,8,6.091,5.372,16.89,72.0,30.44,9.63,24.22,61.44,311.09,38.38,6.63,31.78,53.55,261.38,24.52,11.28,29.51,25.63,152.92,45.46,6.28,34.23,53.96,236.77,34.7,8.46,29.94,48.64,962.16,Yes,678.3963054859319
9,32.87170652801457,8.003582601832782,40.980398278802895,0.0580305618836205,0.482579237991193,30,35,0,0.0,18,3.944,3.566,50.5,175.6,88.47,2.09,21.53,88.27,603.51,86.33,3.97,-1.58,83.72,624.01,64.8,1.88,1.23,82.56,745.06,64.27,3.19,32.16,70.4,712.66,75.97,2.78,13.34,81.24,2685.24,No,556.7189840260035
14,36.93378629724553,7.805336304975321,51.08264116274768,0.6957305280323981,0.937183568894823,30,35,0,0.0,18,6.404,5.67,24.33,26.5,34.46,10.07,21.35,62.41,355.19,45.39,10.43,20.55,34.08,361.26,10.41,10.3,29.12,51.13,371.29,22.48,8.04,16.58,42.14,97.89,28.18,9.71,21.9,47.44,1185.63,Yes,1166.4063955578445
19,33.85264280699213,9.272428382816596,40.83126379640442,0.7072008729490322,0.17785970758386033,19,35,100,0.0,4,2.925,2.73,43.13,451.6,94.74,2.72,17.79,85.46,569.85,97.52,3.9,8.87,85.95,610.21,81.99,3.51,3.89,71.01,501.69,71.38,0.37,35.75,80.32,717.61,86.41,2.62,16.58,80.68,2399.36,No,219.06981817072798
7,29.07211010032514,8.217405852727003,43.37510277869337,0.359199295643208,0.37430884618379867,26,32,0,0.0,8,2.799,2.02,49.35,318.1,50.88,4.46,4.44,94.75,508.14,66.93,0.07,44.39,88.36,533.52,54.83,4.19,9.14,99.65,731.46,86.76,5.83,0.28,78.4,469.97,64.85,3.64,14.56,90.29,2243.09,No,419.40764650418254
16,33.2890577966406,8.854903922636403,43.425197937726274,0.2196828836252726,0.035411744439967245,19,33,100,0.0,6,6.384,5.959,21.6,51.8,16.69,11.87,22.5,25.35,185.17,44.96,11.32,15.22,64.31,101.81,11.56,11.09,32.28,49.81,215.41,42.52,10.72,32.8,47.64,362.87,28.93,11.25,25.7,46.78,865.26,Yes,41.07448255965602
16,31.462675356911458,8.00939535457585,43.23024306163116,0.9150784018170168,0.13172563557410663,23,47,0,0.0,7,6.162,5.341,17.89,35.1,23.72,7.96,19.86,50.44,337.65,22.28,7.12,31.77,57.09,349.06,16.62,6.87,25.83,50.72,180.07,33.96,7.08,24.59,52.9,162.26,24.15,7.26,25.51,52.79,1029.04,Yes,181.49619448192146
1,35.101708171047015,9.056288483746124,48.61247884721468,0.4267049008051277,0.22489229479131354,27,20,0,0.0,6,6.271,5.897,20.97,65.4,45.57,9.47,27.65,27.82,177.72,38.66,7.63,19.05,35.69,90.56,18.6,8.55,33.16,45.35,70.47,13.08,10.18,22.66,61.09,247.32,28.98,8.96,25.63,42.49,586.07,Yes,270.3803159414821
4,31.428776792976528,8.397527756573155,43.41671117631678,0.6537061048017107,0.28778235476378455,24,25,0,0.0,9,3.582,2.714,33.48,369.6,86.33,2.79,6.5,86.72,470.19,97.0,3.77,9.6,76.47,643.77,85.39,3.58,25.72,88.12,510.04,96.87,2.88,-3.98,80.45,423.86,91.4,3.26,9.46,82.94,2047.86,No,301.1599936083576
4,37.77792530214385,8.013420485388464,51.96962265270536,0.0333287949762559,0.9645970393479703,26,32,0,0.0,6,3.611,3.323,54.11,184.6,82.01,0.24,-1.55,91.41,384.16,78.99,5.04,14.0,71.35,642.69,96.48,4.3,23.92,76.9,380.77,84.73,1.39,37.91,83.99,573.99,85.55,2.74,18.57,80.91,1981.61,No,1020.7392694093654
7,34.72677241894092,7.986716911040976,40.90762456934916,0.4140671665768363,0.5923417879074055,30,35,0,0.0,18,1.827,3.502,51.57,141.7,83.39,3.66,30.67,84.23,476.25,83.18,2.23,5.95,82.26,661.23,73.79,1.8,36.59,96.45,537.47,68.73,3.68,-2.1,90.74,668.36,77.27,2.84,17.78,88.42,2343.31,No,673.4673459390299
8,34.46721201572378,7.045561373709036,45.84688734971353,0.81725881101388,0.15503718003582714,19,35,100,0.0,4,4.114,6.363,16.44,90.3,13.34,10.94,18.04,21.91,269.81,21.21,10.29,26.1,25.44,349.55,28.09,10.41,25.02,50.22,113.54,18.01,9.26,23.8,39.51,252.21,20.16,10.22,23.24,34.27,985.11,Yes,188.42072809477193
17,36.967676413362746,8.50691572013631,41.121070053437,0.387576000400715,0.10720872246650942,20,27,20,0.0,4,5.334,5.491,18.66,80.7,30.93,6.7,17.58,46.84,351.21,22.33,11.22,30.28,32.39,13.63,14.07,10.37,18.99,38.56,188.14,39.02,6.68,23.13,44.25,202.81,26.59,8.74,22.49,40.51,755.79,Yes,118.44147576903244
5,37.89172080222759,7.959795265463621,47.104863912657336,0.6031611601368768,0.8305571848317375,20,27,20,0.0,4,2.362,3.113,43.16,197.2,88.36,0.79,6.41,90.28,448.96,83.94,5.86,36.57,74.8,570.19,71.12,5.95,43.22,73.81,715.77,59.67,1.92,12.67,78.6,694.97,75.77,3.63,24.72,79.37,2429.89,No,887.6641635366168
7,34.939703744691045,7.498008039818796,44.92025136511615,0.2098558004845394,0.26832029283337744,17,36,97,0.0,4,5.849,4.191,24.21,97.4,34.24,8.89,29.83,36.42,184.97,46.65,11.73,33.54,33.12,87.18,21.91,8.65,21.28,38.71,232.74,40.5,10.41,31.29,21.61,17.9,35.83,9.92,28.98,32.47,522.79,Yes,278.428069595908
4,32.68639910135213,9.106461770812071,44.22468977650761,0.4165256488395595,0.0703670357148161,26,32,0,0.0,6,5.739,4.008,21.2,35.5,41.77,6.56,26.76,44.05,240.87,12.59,9.48,26.23,48.03,226.31,37.06,10.83,20.4,61.25,186.85,13.08,6.35,21.68,59.24,265.38,26.12,8.3,23.77,53.14,919.41,Yes,81.2020342800019
6,29.67809115166361,6.749783974105199,50.94237483251762,0.9276377180531866,0.5870550670799847,22,21,11,0.0,5,5.758,4.557,17.61,51.2,22.78,7.01,20.26,21.79,264.16,29.68,6.57,18.43,25.13,229.72,13.77,10.53,15.41,32.47,334.0,38.74,6.44,31.42,44.65,317.54,26.24,7.64,21.38,31.01,1145.42,Yes,783.9981536916918
7,32.94185072889446,7.577504104567566,41.72829064472448,0.5664517497010372,0.6050433745221299,24,25,0,0.0,9,2.062,1.548,33.31,380.0,95.58,0.56,22.66,90.87,478.64,78.49,4.29,36.89,83.57,655.45,65.09,1.28,4.37,80.77,388.45,64.15,3.91,27.4,72.21,482.78,75.83,2.51,22.83,81.85,2005.32,No,652.2458608111752
18,33.148363260056115,9.027718748779533,47.93257578809,0.9019314590929316,0.0721866842778413,30,35,0,0.0,9,3.329,2.182,45.02,196.9,91.94,2.88,27.15,93.82,710.74,86.6,0.89,37.73,88.56,603.54,96.07,1.49,6.98,85.4,656.57,72.36,3.8,17.63,88.31,683.35,86.74,2.26,22.37,89.02,2654.2,No,98.07041489613391
5,35.32117235897689,8.315522940920253,41.15520043662604,0.9020192994895432,0.3794837804008315,24,36,0,0.0,4,4.722,4.373,17.41,93.6,30.81,8.19,32.47,39.75,125.63,18.29,8.27,21.33,53.87,108.59,33.09,6.4,18.83,40.37,351.36,25.09,9.98,20.1,26.35,21.95,26.82,8.21,23.18,40.08,607.53,Yes,549.9607698343877
3,33.964559356585916,7.952141072347243,45.56342600080187,0.9441478004244797,0.35304062659750113,27,43,0,0.0,14,2.96,2.768,34.19,362.1,72.23,5.82,43.41,97.16,510.03,68.4,5.12,31.46,91.13,479.85,91.67,3.48,17.34,95.96,522.83,82.7,2.8,24.64,71.22,547.92,78.75,4.31,29.21,88.87,2060.63,No,581.6355445560564
7,37.06379891615428,8.251003543150146,39.02212335888277,0.8953916600801053,0.044398146460585645,21,16,100,0.0,7,5.188,4.77,20.07,50.2,34.41,7.12,28.11,42.83,232.58,19.58,8.61,19.2,63.77,182.99,19.0,6.25,28.51,30.73,371.09,31.35,7.73,28.15,33.76,307.6,26.08,7.43,25.99,42.77,1094.26,Yes,59.67883445877928
14,33.16105018618793,8.179414171048842,41.6874142684663,0.0032811290103006,0.28790868209133286,19,35,97,0.0,4,5.408,5.673,18.28,40.9,19.25,11.88,24.94,69.8,183.67,18.79,9.04,15.79,65.24,306.96,39.03,9.66,26.6,69.84,104.25,41.19,9.49,34.52,61.39,374.45,29.56,10.02,25.46,66.57,969.33,Yes,364.2829262245088
7,34.82887649944117,6.483337453714078,44.58928477213568,0.9340148915815968,0.6762178706956192,17,50,6,0.0,4,2.789,3.821,34.23,196.1,80.69,3.73,-2.67,88.23,515.41,87.37,4.85,22.61,70.05,613.64,87.44,1.49,18.23,98.97,486.79,61.16,1.27,22.94,98.49,603.26,79.16,2.84,15.28,88.94,2219.1,No,977.131687054169
5,38.551962329590665,7.650738114652039,54.07324583661539,0.1374594390853764,0.654451518542518,25,48,0,0.0,14,4.025,6.012,20.17,68.5,46.59,9.25,25.06,34.53,114.45,41.86,8.69,18.27,24.73,177.35,28.6,9.92,24.42,27.17,190.43,46.27,6.96,28.8,49.69,280.72,40.83,8.7,24.14,34.03,762.95,Yes,802.82680479493
